StudyID,SLEEPmeas,PTSDmeas,esID,SleepOutcome,ES_type,zcor,varcor,smd,varsmd,r_og,p_og,N_og,M_ptsd_og,SD_ptsd_og,N_ptsd_og,M_nonptsd_og,SD_nonptsd_og,N_nonptsd_og,d_og,dvar_og,r,p,N,M_ptsd,SD_ptsd,N_ptsd,M_nonptsd,SD_nonptsd,N_nonptsd,d,dvar,DoubleChecked,SleepMeasureType,sleepmeas_v1.1diary,sleepmeas_v1.2actigraphy,sleepmeas_v2.1selfreport,sleepmeas_v2.2actigraphy,sleepmeas_v3.1selfreport,sleepmeas_v3.2diary,pubyear,sebsetpubyear_mean,pubyear_mc,PeerReviewed,peerreview,DescribedFidelityReliability,fidelitydescribed,DSMversionOfSeverityMeasure,DSMsev,PTSDinEnglish,PTSDenglish_v1.1no,PTSDenglish_v1.2mixed,PTSDenglish_v2.1yes,PTSDenglish_v2.2mixed,PTSDenglish_v3.1yes,PTSDenglish_v3.2no,ClinicalTrial_orNonCT,clinicaltrial,AnySleepDisruption,sleepdisruption,PTSDthresholdUsed,PTSDthreshold,OtherPsychConditions,otherpsych,nonPTSDtraumaType,nonPTSDtrauma,Agg_or_Raw,raw_agg,Country,usa_other,USpartState,M_age,subset_avgMage,Mage_mc,percentF,subset_MpercentF,percentF_mc,percentW,subset_MpercentW,percentW_mc,TraumaType,traumatype_v1.1combat,traumatype_v1.2assault,traumatype_v1.3refugee,traumatype_v1.4illness,traumatype_v1.5natural,traumatype_v2.1mixed,traumatype_v2.2assault,traumatype_v2.3refugee,traumatype_v2.4illness,traumatype_v2.5natural,traumatype_v3.1mixed,traumatype_v3.2combat,traumatype_v3.3refugee,traumatype_v3.4illness,traumatype_v3.5natural,traumatype_v4.1mixed,traumatype_v4.2combat,traumatype_v4.3assault,traumatype_v4.4illness,traumatype_v4.5natural,traumatype_v5.1mixed,traumatype_v5.2combat,traumatype_v5.3assault,traumatype_v5.4refugee,traumatype_v5.5natural,traumatype_v6.1mixed,traumatype_v6.2combat,traumatype_v6.3assault,traumatype_v6.4refugee,traumatype_v6.5illness,Nightmares,nightmares_01,Insomnia,insomnia_01,SleepApnea,TBI,PTSDpopType,poptype_v1.1veteran,poptype_v1.2mixed,poptype_v2.1civilian,poptype_v2.2mixed,poptype_v3.1civilian,poptype_v3.2veteran,SleepQuestionnaire,OtherspecifySleepquestionnairenotlisted,PTSDdiagnosticMeasure,OtherSpecifyPTSDdiagnosticmeasurenotlisted,PTSDdiagnosistool_v1.1scid,PTSDdiagnosistool_v1.2other,PTSDdiagnosistool_v2.1caps,PTSDdiagnosistool_v2.2other,PTSDseverityMeasure,OtherSpecifyPTSDseveritymeasurenotlisted,PTSDseverityMeasureType,ptsdsevmeasuretype_01,ptsdsevmeasuretype_10,PTSDmeasureAlpha,PTSDmeasureAlphaFromCurrentStudy,PSQImeanPTSD,subsetMpsqiPTSD,MpsqiPTSD_mc,PSQImeanNONPTSD,subsetPSQImeanNONPTSD,mpsqiNONPTSD_mc
1942,PSQI,PDS,29,WAKE,r,-0.196490276,0.047619048,,,-0.194,0.364,24,,,,,,,,,-0.194,0.364,24,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2009,2016.90411,-7.904109589,Yes,0,Yes,0,IV,0,No,1,0,0,0,0,1,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,Uganda,1,,38,38.66223284,-0.662232836,0,52.86760563,-52.86760563,,,,Exposure to war/terrorism (e.g. refugee),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,Other-specify,Unknown (interviews were structured but instrument not specified),0,1,0,1,PDS,,Self-report,0,1,,No alpha reported,,11.29829787,,,6.707,
1942,PSQI,Diagnosis,30,WAKE,d,,,0.30505327,0.09538031,,,,6.17,0.85,24,5.88,0.99,19,0.3172,0.0955,,,,6.1667,0.85232,24,5.8816,0.99432,19,0.3172,0.0955,1,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2009,2017.357143,-8.357142857,Yes,0,Yes,0,IV,0,No,1,0,0,0,0,1,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,Uganda,1,,38,37.28036296,0.719637037,0,49.36071429,-49.36071429,,,,Exposure to war/terrorism (e.g. refugee),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,Other-specify,Unknown (interviews were structured but instrument not specified),0,1,0,1,,,,,,,,,10.21615385,,,6.700833333,
1942,PSQI,PDS,31,TST,r,-0.044028428,0.047619048,,,-0.134,0.533,24,,,,,,,,,-0.044,0.839,24,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2009,2017.403846,-8.403846154,Yes,0,Yes,0,IV,0,No,1,0,0,0,0,1,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,Uganda,1,,38,38.78895,-0.78895,0,54.20384615,-54.20384615,,,,Exposure to war/terrorism (e.g. refugee),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,Other-specify,Unknown (interviews were structured but instrument not specified),0,1,0,1,PDS,,Self-report,0,1,,No alpha reported,,10.574,,,6.416153846,
1942,PSQI,Diagnosis,32,TST,d,,,0.409128106,0.096244592,,,,9.25,2.77,24,8.25,1.23,19,0.4486,0.0966,,,,8.75,1.17723,24,8.25,1.22758,19,0.4159,0.0963,1,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2009,2017.714286,-8.714285714,Yes,0,Yes,0,IV,0,No,1,0,0,0,0,1,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,Uganda,1,,38,37.71349,0.28651,0,55.32857143,-55.32857143,,,,Exposure to war/terrorism (e.g. refugee),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,Other-specify,Unknown (interviews were structured but instrument not specified),0,1,0,1,,,,,,,,,11.77,,,6.391428571,
1942,PSQI,PDS,33,BED,r,-0.180949396,0.047619048,,,-0.17,0.428,24,,,,,,,,,-0.179,0.404,24,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2009,2016.90411,-7.904109589,Yes,0,Yes,0,IV,0,No,1,0,0,0,0,1,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,Uganda,1,,38,38.66223284,-0.662232836,0,52.86760563,-52.86760563,,,,Exposure to war/terrorism (e.g. refugee),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,Other-specify,Unknown (interviews were structured but instrument not specified),0,1,0,1,PDS,,Self-report,0,1,,No alpha reported,,11.29829787,,,6.707,
1942,PSQI,Diagnosis,34,BED,d,,,-0.268772301,0.095138229,,,,21.92,2.55,24,21.63,0.94,19,0.1444,0.0945,,,,21.4167,0.63702,24,21.6316,0.94048,19,-0.2672,0.0951,1,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2009,2017.357143,-8.357142857,Yes,0,Yes,0,IV,0,No,1,0,0,0,0,1,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,Uganda,1,,38,37.28036296,0.719637037,0,49.36071429,-49.36071429,,,,Exposure to war/terrorism (e.g. refugee),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,Other-specify,Unknown (interviews were structured but instrument not specified),0,1,0,1,,,,,,,,,10.21615385,,,6.700833333,
2323,PSQI,CAPS,35,WAKE,r,0.014000915,0.014925373,,,0.014,0.909,70,,,,,,,,,0.014,0.909,70,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2019,2016.90411,2.095890411,Yes,0,Yes,0,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,No,0,No,0,No,0,Mixed,1,raw,0,USA,0,CA,53.1,38.66223284,14.43776716,12.5,52.86760563,-40.36760563,43.8,57.91959412,-14.11959412,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,0.97,Yes,11.77,11.29829787,0.471702128,6.07,6.707,-0.637
2323,PSQI,Diagnosis,36,WAKE,d,,,-0.490049131,0.026683327,,,,6.01,2.17,70,7.12,2.32,86,-0.4925,,,,,6.01,2.17,70,7.12,2.32,86,-0.4925,0.0267,1,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2019,2017.357143,1.642857143,Yes,0,Yes,0,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,No,0,No,0,No,0,Mixed,1,raw,0,USA,0,CA,53.1,37.28036296,15.81963704,12.5,49.36071429,-36.86071429,43.8,64.22725909,-20.42725909,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,,,,,,,,11.77,10.21615385,1.553846154,6.07,6.700833333,-0.630833333
2323,PSQI,CAPS,37,TST,r,-0.11652454,0.015625,,,-0.116,0.352,67,,,,,,,,,-0.116,0.352,67,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2019,2017.403846,1.596153846,Yes,0,Yes,0,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,No,0,No,0,No,0,Mixed,1,raw,0,USA,0,CA,53.1,38.78895,14.31105,12.5,54.20384615,-41.70384615,43.8,56.78856857,-12.98856857,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,0.97,Yes,11.77,10.574,1.196,6.07,6.416153846,-0.346153846
2323,PSQI,Diagnosis,38,TST,d,,,-0.443388294,0.027336767,,,,7.18,2.05,67,8.04,1.83,85,-0.4456,,,,,7.18,2.05,67,8.04,1.83,85,-0.4456,0.0273,1,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2019,2017.714286,1.285714286,Yes,0,Yes,0,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,No,0,No,0,No,0,Mixed,1,raw,0,USA,0,CA,53.1,37.71349,15.38651,12.5,55.32857143,-42.82857143,43.8,64.975,-21.175,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,,,,,,,,11.77,8.538571429,3.231428571,6.07,6.391428571,-0.321428571
2323,PSQI,CAPS,39,BED,r,0.152163611,0.015384615,,,0.151,0.218,68,,,,,,,,,0.151,0.218,68,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2019,2016.90411,2.095890411,Yes,0,Yes,0,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,No,0,No,0,No,0,Mixed,1,raw,0,USA,0,CA,53.1,38.66223284,14.43776716,12.5,52.86760563,-40.36760563,43.8,57.91959412,-14.11959412,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,0.97,Yes,11.77,11.29829787,0.471702128,6.07,6.707,-0.637
2323,PSQI,Diagnosis,40,BED,d,,,0.036185771,0.026474867,,,,22.83,1.81,68,22.77,1.51,85,0.0364,,,,,22.83,1.81,68,22.77,1.51,85,0.0364,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2019,2017.357143,1.642857143,Yes,0,Yes,0,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,No,0,No,0,No,0,Mixed,1,raw,0,USA,0,CA,53.1,37.28036296,15.81963704,12.5,49.36071429,-36.86071429,43.8,64.22725909,-20.42725909,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,,,,,,,,11.77,10.21615385,1.553846154,6.07,6.700833333,-0.630833333
2442,Diary,CAPS,41,WAKE,r,0.167550482,0.142857143,,,0.166,0.648,10,,,,,,,,,0.166,0.648,10,,,,,,,,,,Daily diary,1,0,0,0,0,1,2013,2016.90411,-3.904109589,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,38.66223284,0.137667164,37.8,52.86760563,-15.06760563,86.7,57.91959412,28.78040588,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,No Questionnaire,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,0.95,Yes,,11.29829787,,,6.707,
2442,PSQI,CAPS,42,WAKE,r,0.098315551,0.142857143,,,0.098,0.787,10,,,,,,,,,0.098,0.787,10,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2016.90411,-3.904109589,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,38.66223284,0.137667164,37.8,52.86760563,-15.06760563,86.7,57.91959412,28.78040588,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,0.95,Yes,,11.29829787,,,6.707,
2442,Diary,Diagnosis,43,WAKE,d,,,0.373554542,0.135077621,,,,8.126,1.14955,10,7.5627,1.56593,30,0.3848,,,,,8.126,1.14955,10,7.5627,1.56593,30,0.3848,,,Daily diary,1,0,0,0,0,1,2013,2017.357143,-4.357142857,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,37.28036296,1.519537037,37.8,49.36071429,-11.56071429,86.7,64.22725909,22.47274091,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,No Questionnaire,,CAPS,,0,0,1,0,,,,,,,,,10.21615385,,,6.700833333,
2442,PSQI,Diagnosis,44,WAKE,d,,,0.359129949,0.130004477,,,,8.28,1.24,10,7.61,1.96,35,0.3655,,,,,8.28,1.24,10,7.61,1.96,35,0.3655,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2017.357143,-4.357142857,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,37.28036296,1.519537037,37.8,49.36071429,-11.56071429,86.7,64.22725909,22.47274091,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,CAPS,,0,0,1,0,,,,,,,,,10.21615385,,,6.700833333,
2442,Diary,CAPS,45,TST,r,0.33834603,0.142857143,,,0.326,0.358,10,,,,,,,,,0.326,0.358,10,,,,,,,,,,Daily diary,1,0,0,0,0,1,2013,2017.403846,-4.403846154,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,38.78895,0.01095,37.8,54.20384615,-16.40384615,86.7,56.78856857,29.91143143,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,No Questionnaire,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,0.95,Yes,,10.574,,,6.416153846,
2442,PSQI,CAPS,46,TST,r,0.142966145,0.142857143,,,0.142,0.696,10,,,,,,,,,0.142,0.696,10,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2017.403846,-4.403846154,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,38.78895,0.01095,37.8,54.20384615,-16.40384615,86.7,56.78856857,29.91143143,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,0.95,Yes,,10.574,,,6.416153846,
2442,Diary,Diagnosis,47,TST,d,,,-0.024745727,0.133340988,,,,7.724,1.55528,10,7.757,1.21977,30,-0.0306,,,,,7.724,1.55528,10,7.757,1.21977,30,-0.0306,,,Daily diary,1,0,0,0,0,1,2013,2017.714286,-4.714285714,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,37.71349,1.08641,37.8,55.32857143,-17.52857143,86.7,64.975,21.725,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,No Questionnaire,,CAPS,,0,0,1,0,,,,,,,,,8.538571429,,,6.391428571,
2442,PSQI,Diagnosis,48,TST,d,,,0.142105725,0.128795807,,,,8.53,2.33,10,8.28,1.53,35,0.1446,,,,,8.53,2.33,10,8.28,1.53,35,0.1446,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2017.714286,-4.714285714,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,37.71349,1.08641,37.8,55.32857143,-17.52857143,86.7,64.975,21.725,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,CAPS,,0,0,1,0,,,,,,,,,8.538571429,,,6.391428571,
2442,Diary,CAPS,49,BED,r,-0.201691104,0.142857143,,,-0.199,0.581,10,,,,,,,,,-0.199,0.581,10,,,,,,,,,,Daily diary,1,0,0,0,0,1,2013,2016.90411,-3.904109589,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,38.66223284,0.137667164,37.8,52.86760563,-15.06760563,86.7,57.91959412,28.78040588,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,No Questionnaire,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,0.95,Yes,,11.29829787,,,6.707,
2442,PSQI,CAPS,50,BED,r,-0.113484684,0.142857143,,,-0.113,0.755,10,,,,,,,,,-0.113,0.755,10,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2016.90411,-3.904109589,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,38.66223284,0.137667164,37.8,52.86760563,-15.06760563,86.7,57.91959412,28.78040588,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,0.95,Yes,,11.29829787,,,6.707,
2442,Diary,Diagnosis,51,BED,d,,,0.462758162,0.136010147,,,,24.402,1.58981,10,23.8053,1.14388,30,0.4678,,,,,24.402,1.58981,10,23.8053,1.14388,30,0.4678,,,Daily diary,1,0,0,0,0,1,2013,2017.357143,-4.357142857,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,37.28036296,1.519537037,37.8,49.36071429,-11.56071429,86.7,64.22725909,22.47274091,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,No Questionnaire,,CAPS,,0,0,1,0,,,,,,,,,10.21615385,,,6.700833333,
2442,PSQI,Diagnosis,52,BED,d,,,0.266677814,0.129361618,,,,23.75,1.84,10,23.33,1.46,35,0.2714,,,,,23.75,1.84,10,23.33,1.46,35,0.2714,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2017.357143,-4.357142857,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,raw,0,USA,0,OH,38.7999,37.28036296,1.519537037,37.8,49.36071429,-11.56071429,86.7,64.22725909,22.47274091,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,CAPS,,0,0,1,0,,,,,,,,,10.21615385,,,6.700833333,
2657,PSQI,DTS,53,WAKE,r,-0.026005861,0.002222222,,,-0.026,0.578,453,,,,,,,,,-0.026,0.578,453,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2018,2016.90411,1.095890411,Yes,0,Yes,0,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,aggregate,1,USA,0,"NC, VA",36.5,38.66223284,-2.162232836,19.9,52.86760563,-32.96760563,52.5,57.91959412,-5.419594118,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,SCID,,1,0,0,0,DTS,,Self-report,0,1,,No alpha reported,12.24,11.29829787,0.941702128,7.49,6.707,0.783
2657,PSQI,Diagnosis,54,WAKE,d,,,-0.176864431,0.003290217,,,,6.18,2.29,455,6.59,2.33,925,-0.177,,,,,6.18,2.29,455,6.59,2.33,925,-0.177,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2018,2017.357143,0.642857143,Yes,0,Yes,0,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,aggregate,1,USA,0,"NC, VA",36.5,37.28036296,-0.780362963,19.9,49.36071429,-29.46071429,52.5,64.22725909,-11.72725909,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,SCID,,1,0,0,0,,,,,,,,12.24,10.21615385,2.023846154,7.49,6.700833333,0.789166667
2657,PSQI,DTS,55,BED,r,-0.017001638,0.002222222,,,-0.017,0.72,453,,,,,,,,,-0.017,0.72,453,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2018,2016.90411,1.095890411,Yes,0,Yes,0,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,aggregate,1,USA,0,"NC, VA",36.5,38.66223284,-2.162232836,19.9,52.86760563,-32.96760563,52.5,57.91959412,-5.419594118,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,SCID,,1,0,0,0,DTS,,Self-report,0,1,,No alpha reported,12.24,11.29829787,0.941702128,7.49,6.707,0.783
2657,PSQI,Diagnosis,56,BED,d,,,0.202421941,0.003293729,,,,24.74,4.17,455,23.89,4.21,925,0.2025,,,,,24.74,4.17,455,23.89,4.21,925,0.2025,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2018,2017.357143,0.642857143,Yes,0,Yes,0,IV,0,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,aggregate,1,USA,0,"NC, VA",36.5,37.28036296,-0.780362963,19.9,49.36071429,-29.46071429,52.5,64.22725909,-11.72725909,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,SCID,,1,0,0,0,,,,,,,,12.24,10.21615385,2.023846154,7.49,6.700833333,0.789166667
2659,PSQI,PCL,57,WAKE,r,-0.014000915,0.011363636,,,-0.014,0.895,91,,,,,,,,,-0.014,0.895,91,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2020,2016.90411,3.095890411,Yes,0,No,1,5,1,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,aggregate,1,USA,0,NC,41.6,38.66223284,2.937767164,12.6,52.86760563,-40.26760563,58.7,57.91959412,0.780405882,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,PCL,,Self-report,0,1,,No alpha reported,13.48,11.29829787,2.181702128,9.88,6.707,3.173
2659,PSQI,CAPS,58,WAKE,r,-0.163439918,0.011363636,,,-0.162,0.125,91,,,,,,,,,-0.162,0.125,91,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2020,2016.90411,3.095890411,Yes,0,No,1,5,1,Yes,0,0,1,0,1,0,Not clinical trial,1,No,0,No,0,No,0,Yes,0,aggregate,1,USA,0,NC,41.6,38.66223284,2.937767164,12.6,52.86760563,-40.26760563,58.7,57.91959412,0.780405882,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,,No alpha reported,13.48,11.29829787,2.181702128,9.88,6.707,3.173
